"","UNICODE","NRO_DENUNCIA","D","L","X","Y","id_manz","rocFAstatus","infFAstatus","INSP_POSITIVA","INSP_COMPLETA","DIA_INSP","MES_INSP","ANIO_INSP","infestedRV","complete","DIA_ROC","MES_ROC","ANIO_ROC","VisitVig","PosVig","PosVigNegFA","PosVigNoFA","PosVigPosFA","YearLastAFII","ageAP","TYPO_DENUNCIA","FECHA_ROC","FECHA_INSP","FECHA_VISIT","ANIO_VISIT","firstControl","firstControlBlock","DateFirstSpray","histTreat","TimeSinceFirst","codeLoc","focus"
"2229","1.7.41.406",471,7,"41",227126.795179,8178647.895046,"608-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2010-10-01,1,NA,"1.7.41",TRUE
"2230","1.7.41.407",213,7,"41",227130.566334,8178638.738963,"608-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,TRUE,2010-10-01,1,NA,"1.7.41",TRUE
"2235","1.7.41.410",213,7,"41",227137.485772,8178609.528656,"608-7",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,TRUE,2010-10-01,1,NA,"1.7.41",TRUE
"2236","1.7.41.410",471,7,"41",227137.485772,8178609.528656,"608-7",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2010-10-01,1,NA,"1.7.41",TRUE
"2240","1.7.41.419",471,7,"41",227114.6108,8178604.991132,"608-7",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2010-10-01,1,NA,"1.7.41",TRUE
"2241","1.7.41.420",213,7,"41",227113.391241,8178613.229149,"608-7",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,TRUE,2010-10-01,1,NA,"1.7.41",TRUE
"2242","1.7.41.420",471,7,"41",227113.391241,8178613.229149,"608-7",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2010-10-01,1,NA,"1.7.41",TRUE
"2245","1.7.41.422",213,7,"41",227109.828847,8178633.070499,"608-7",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,TRUE,2010-10-01,1,NA,"1.7.41",TRUE
"2246","1.7.41.422",471,7,"41",227109.828847,8178633.070499,"608-7",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2010-10-01,1,NA,"1.7.41",TRUE
"2248","1.7.41.423",471,7,"41",227105.294936,8178642.70767,"608-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,7,1,NA,NA,NA,0,FALSE,FALSE,2010-10-01,1,NA,"1.7.41",TRUE
"2483","1.7.7.95",0,7,"7",226429.53568,8179734.518859,"61-7",2,0,0,0,0,0,0,0,1,22,6,2007,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,0,2007-06-22,NA,2007-06-22,2007,TRUE,TRUE,2007-06-22,0,0,"1.7.7",TRUE
"2459","1.7.7.119",0,7,"7",226350.767585,8179757.68718,"61-7",1,0,0,1,28,5,2009,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,5,0,NA,2009-05-28,2009-05-28,2009,FALSE,FALSE,2007-06-22,1,706,"1.7.7",TRUE
"2458","1.7.7.118",0,7,"7",226359.248601,8179756.163553,"61-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,0,NA,NA,NA,0,FALSE,FALSE,2007-06-22,1,NA,"1.7.7",TRUE
"2460","1.7.7.120",0,7,"7",226339.607253,8179762.301716,"61-7",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,0,NA,NA,NA,0,FALSE,FALSE,2007-06-22,1,NA,"1.7.7",TRUE
"2249","1.7.42.12",123,7,"42",225998.038118,8179512.320408,"618-7",2,1,0,0,0,0,0,1,1,9,11,2009,TRUE,TRUE,FALSE,FALSE,TRUE,5,4,4,2009-11-09,NA,2009-11-09,2009,TRUE,TRUE,2009-11-09,0,0,"1.7.42",TRUE
"270","1.13.84.25",287,13,"84",232637.041909,8182475.345024,"622-13",2,1,0,1,2,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,3,NA,2010-12-02,2010-12-02,2010,FALSE,FALSE,NA,1,NA,"1.13.84",TRUE
"273","1.13.84.30",287,13,"84",232680.629665,8182516.145387,"622-13",0,0,0,1,2,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,3,NA,2010-12-02,2010-12-02,2010,FALSE,FALSE,NA,1,NA,"1.13.84",TRUE
"271","1.13.84.28",287,13,"84",232659.487493,8182499.500003,"622-13",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.84",TRUE
"272","1.13.84.29",287,13,"84",232668.988003,8182505.776524,"622-13",2,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.84",TRUE
"690","1.23.1.16",306,23,"1",218643.71354,8182133.230289,"6-23",2,0,0,1,24,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,1,NA,2011-01-24,2011-01-24,2011,FALSE,FALSE,NA,1,NA,"1.23.1",TRUE
"696","1.23.1.25",306,23,"1",218635.540447,8182143.87458,"6-23",1,1,0,1,24,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,1,NA,2011-01-24,2011-01-24,2011,FALSE,FALSE,NA,1,NA,"1.23.1",TRUE
"691","1.23.1.17",452,23,"1",218659.786764,8182135.705329,"6-23",2,0,0,1,12,12,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,1,NA,2011-12-12,2011-12-12,2011,FALSE,FALSE,NA,1,NA,"1.23.1",TRUE
"2263","1.7.42.45C",0,7,"42",226377.788783,8179299.342993,"627-7",1,1,0,0,0,0,0,0,1,5,9,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-09-05,NA,2008-09-05,2008,TRUE,TRUE,2008-09-05,0,0,"1.7.42",TRUE
"2251","1.7.42.40",0,7,"42",226439.125457,8179330.696839,"627-7",2,0,0,0,0,0,0,0,1,17,12,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-12-17,NA,2008-12-17,2008,TRUE,TRUE,2008-09-05,0,103,"1.7.42",TRUE
"2252","1.7.42.41",0,7,"42",226419.662761,8179329.602229,"627-7",2,0,0,0,0,0,0,1,1,17,12,2008,TRUE,TRUE,TRUE,FALSE,FALSE,5,3,0,2008-12-17,NA,2008-12-17,2008,TRUE,TRUE,2008-09-05,0,103,"1.7.42",TRUE
"2253","1.7.42.42",0,7,"42",226405.514773,8179324.013203,"627-7",2,0,0,0,0,0,0,0,1,17,12,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-12-17,NA,2008-12-17,2008,TRUE,TRUE,2008-09-05,0,103,"1.7.42",TRUE
"2254","1.7.42.43",0,7,"42",226407.631521,8179306.132537,"627-7",2,1,0,0,0,0,0,0,1,17,12,2008,TRUE,FALSE,FALSE,FALSE,FALSE,5,3,0,2008-12-17,NA,2008-12-17,2008,TRUE,TRUE,2008-09-05,0,103,"1.7.42",TRUE
"2259","1.7.42.45A",175,7,"42",226377.788783,8179299.342993,"627-7",1,1,0,1,15,3,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-03-15,2010-03-15,2010,FALSE,FALSE,2008-09-05,1,556,"1.7.42",TRUE
"2258","1.7.42.45A",175,7,"42",226377.788783,8179299.342993,"627-7",1,1,0,1,28,4,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-04-28,2010-04-28,2010,FALSE,FALSE,2008-09-05,1,600,"1.7.42",TRUE
"2264","1.7.42.45C",175,7,"42",226377.788783,8179299.342993,"627-7",1,1,0,1,28,4,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-04-28,2010-04-28,2010,FALSE,FALSE,2008-09-05,1,600,"1.7.42",TRUE
"2257","1.7.42.45",432,7,"42",226377.788783,8179299.342993,"627-7",1,0,0,1,14,10,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,3,NA,2011-10-14,2011-10-14,2011,FALSE,FALSE,2008-09-05,1,1134,"1.7.42",TRUE
"2255","1.7.42.44B",431,7,"42",226412.943763,8179294.160298,"627-7",2,1,1,1,13,10,2011,1,1,26,10,2011,TRUE,TRUE,FALSE,FALSE,TRUE,5,6,3,2011-10-26,2011-10-13,2011-10-26,2011,TRUE,FALSE,2008-09-05,2,1146,"1.7.42",TRUE
"2256","1.7.42.44C",431,7,"42",226412.943763,8179294.160298,"627-7",2,1,0,1,13,10,2011,0,1,26,10,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,3,2011-10-26,2011-10-13,2011-10-26,2011,TRUE,FALSE,2008-09-05,2,1146,"1.7.42",TRUE
"2260","1.7.42.45A",432,7,"42",226377.788783,8179299.342993,"627-7",1,1,1,1,14,10,2011,1,1,26,10,2011,TRUE,TRUE,FALSE,FALSE,TRUE,5,6,3,2011-10-26,2011-10-14,2011-10-26,2011,TRUE,FALSE,2008-09-05,2,1146,"1.7.42",TRUE
"2262","1.7.42.45B",432,7,"42",226377.788783,8179299.342993,"627-7",1,0,0,1,14,10,2011,0,1,26,10,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,3,2011-10-26,2011-10-14,2011-10-26,2011,TRUE,FALSE,2008-09-05,2,1146,"1.7.42",TRUE
"2265","1.7.42.45C",432,7,"42",226377.788783,8179299.342993,"627-7",1,1,0,1,17,10,2011,0,1,26,10,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,3,2011-10-26,2011-10-17,2011-10-26,2011,FALSE,FALSE,2008-09-05,1,1146,"1.7.42",TRUE
"2261","1.7.42.45A",460,7,"42",226377.788783,8179299.342993,"627-7",1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,-2005,1,NA,NA,NA,0,FALSE,FALSE,2008-09-05,1,NA,"1.7.42",TRUE
"2269","1.7.42.49",175,7,"42",226323.294756,8179238.233119,"628-7",2,0,0,1,28,4,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-04-28,2010-04-28,2010,FALSE,TRUE,2011-10-26,1,-546,"1.7.42",TRUE
"2273","1.7.42.50",175,7,"42",226320.551026,8179227.932964,"628-7",2,0,0,1,28,4,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,2010-04-28,2010-04-28,2010,FALSE,TRUE,2011-10-26,1,-546,"1.7.42",TRUE
"2267","1.7.42.48",432,7,"42",226319.54177,8179254.466297,"628-7",2,0,0,1,17,10,2011,0,1,26,10,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,3,2011-10-26,2011-10-17,2011-10-26,2011,TRUE,TRUE,2011-10-26,0,0,"1.7.42",TRUE
"2274","1.7.42.50",432,7,"42",226320.551026,8179227.932964,"628-7",2,0,0,0,0,0,0,0,1,26,10,2011,TRUE,FALSE,FALSE,FALSE,FALSE,5,6,3,2011-10-26,NA,2011-10-26,2011,TRUE,TRUE,2011-10-26,0,0,"1.7.42",TRUE
"2266","1.7.42.46",432,7,"42",226327.23076,8179299.379294,"628-7",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,3,NA,NA,NA,0,FALSE,TRUE,2011-10-26,1,NA,"1.7.42",TRUE
"2268","1.7.42.48",460,7,"42",226319.54177,8179254.466297,"628-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,-2005,1,NA,NA,NA,0,FALSE,FALSE,2011-10-26,1,NA,"1.7.42",TRUE
"2270","1.7.42.49",432,7,"42",226323.294756,8179238.233119,"628-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,6,3,NA,NA,NA,0,FALSE,TRUE,2011-10-26,1,NA,"1.7.42",TRUE
"2271","1.7.42.49",460,7,"42",226323.294756,8179238.233119,"628-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,-2005,1,NA,NA,NA,0,FALSE,FALSE,2011-10-26,1,NA,"1.7.42",TRUE
"2275","1.7.42.50",460,7,"42",226320.551026,8179227.932964,"628-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,-2005,1,NA,NA,NA,0,FALSE,FALSE,2011-10-26,1,NA,"1.7.42",TRUE
"261","1.13.80.292",298,13,"80",232537.214242,8183072.161094,"666-13",1,0,0,1,22,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,11,-1,1,NA,2010-12-22,2010-12-22,2010,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"262","1.13.80.293",298,13,"80",232529.421027,8183069.514928,"666-13",2,0,0,1,9,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,11,0,1,NA,2011-01-09,2011-01-09,2011,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"263","1.13.80.304",298,13,"80",232504.118215,8183087.579846,"666-13",0,0,0,1,17,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,11,0,1,NA,2011-01-17,2011-01-17,2011,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"264","1.13.80.305",298,13,"80",232510.777771,8183091.125484,"666-13",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,-1,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"265","1.13.80.306",258,13,"80",232535.705412,8183096.788545,"666-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,-2011,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"266","1.13.80.306",298,13,"80",232535.705412,8183096.788545,"666-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,-1,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"267","1.13.80.312",258,13,"80",232639.167004,8183117.17681,"666-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,-2011,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"268","1.13.80.313",258,13,"80",232643.498085,8183112.069105,"666-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,-2011,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"269","1.13.80.314",258,13,"80",232651.235573,8183105.828092,"666-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,11,-2011,3,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.80",TRUE
"2484","1.7.7A.10",0,7,"7A",226539.477398,8179439.833965,"66-7",2,1,0,0,0,0,0,0,1,5,2,2007,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,0,2007-02-05,NA,2007-02-05,2007,TRUE,TRUE,2007-02-05,0,0,"1.7.7A",TRUE
"2485","1.7.7A.11",0,7,"7A",226549.820318,8179441.14708,"66-7",2,0,0,0,0,0,0,0,1,5,2,2007,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,0,2007-02-05,NA,2007-02-05,2007,TRUE,TRUE,2007-02-05,0,0,"1.7.7A",TRUE
"1924","1.7.1.72",290,7,"1",226503.218279,8179834.243763,"6-7",1,0,0,1,10,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,6,1,NA,2010-12-10,2010-12-10,2010,FALSE,FALSE,NA,1,NA,"1.7.1",TRUE
"1921","1.7.1.71",290,7,"1",226489.241603,8179823.670422,"6-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,6,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.7.1",TRUE
"1930","1.7.1.73",290,7,"1",226507.958305,8179841.933577,"6-7",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,4,6,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.7.1",TRUE
"2486","1.7.7A.24",0,7,"7A",226458.933316,8179525.342539,"68-7",2,0,0,0,0,0,0,0,1,5,2,2007,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,0,2007-02-05,NA,2007-02-05,2007,TRUE,TRUE,2007-02-05,0,0,"1.7.7A",TRUE
"2487","1.7.7A.25",0,7,"7A",226445.132025,8179537.992903,"68-7",2,0,0,0,0,0,0,0,1,5,2,2007,TRUE,FALSE,FALSE,FALSE,FALSE,4,3,0,2007-02-05,NA,2007-02-05,2007,TRUE,TRUE,2007-02-05,0,0,"1.7.7A",TRUE
"253","1.13.78.320",281,13,"78",231928.66678,8183325.932255,"688-13",2,0,0,1,2,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,1,NA,2010-12-02,2010-12-02,2010,FALSE,FALSE,NA,1,NA,"1.13.78",TRUE
"254","1.13.78.321",281,13,"78",231934.157481,8183316.58508,"688-13",2,0,0,1,2,12,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,1,NA,2010-12-02,2010-12-02,2010,FALSE,FALSE,NA,1,NA,"1.13.78",TRUE
"249","1.13.78.294",281,13,"78",231908.898378,8183308.751984,"688-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.78",TRUE
"250","1.13.78.295",281,13,"78",231905.116787,8183314.899883,"688-13",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.78",TRUE
"251","1.13.78.296",281,13,"78",231900.534659,8183323.89651,"688-13",1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.78",TRUE
"252","1.13.78.319",281,13,"78",231924.03267,8183335.637932,"688-13",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.78",TRUE
"2360","1.7.44.79",214,7,"44",226726.665921,8179050.249159,"693-7",2,0,1,1,7,5,2010,1,1,20,12,2010,TRUE,TRUE,TRUE,FALSE,FALSE,5,5,1,2010-12-20,2010-05-07,2010-12-20,2010,TRUE,TRUE,2010-12-20,0,0,"1.7.44",TRUE
"2359","1.7.44.78",214,7,"44",226728.724698,8179055.893594,"693-7",1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,TRUE,2010-12-20,1,NA,"1.7.44",TRUE
"2361","1.7.44.80",214,7,"44",226724.123103,8179046.055475,"693-7",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,5,5,1,NA,NA,NA,0,FALSE,TRUE,2010-12-20,1,NA,"1.7.44",TRUE
"2488","1.7.7A.37",0,7,"7A",226515.718717,8179543.711946,"69-7",2,1,0,0,0,0,0,1,1,30,4,2008,TRUE,TRUE,FALSE,FALSE,TRUE,4,4,0,2008-04-30,NA,2008-04-30,2008,TRUE,TRUE,2008-04-30,0,0,"1.7.7A",TRUE
"237","1.13.76.33",247,13,"76",231730.473364,8183281.056378,"701-13",2,0,0,1,16,9,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,2010-09-16,2010-09-16,2010,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"238","1.13.76.34",247,13,"76",231718.700056,8183279.180293,"701-13",2,0,0,1,16,9,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,2010-09-16,2010-09-16,2010,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"239","1.13.76.35",247,13,"76",231708.906706,8183275.84899,"701-13",0,0,0,1,20,9,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,2010-09-20,2010-09-20,2010,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"240","1.13.76.36",247,13,"76",231700.612797,8183272.889736,"701-13",0,0,0,1,20,9,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,2010-09-20,2010-09-20,2010,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"236","1.13.76.32",247,13,"76",231738.095226,8183284.098069,"701-13",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"241","1.13.76.37",247,13,"76",231693.142308,8183271.038243,"701-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"242","1.13.76.44",247,13,"76",231706.643371,8183293.137198,"701-13",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"243","1.13.76.45",247,13,"76",231716.913015,8183296.913451,"701-13",2,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"247","1.13.76.525",272,13,"76",231674.607034,8183711.725898,"717-13",1,1,0,1,19,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,2010-11-19,2010-11-19,2010,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"244","1.13.76.507",272,13,"76",231657.923365,8183704.257771,"717-13",0,0,0,1,21,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,2010-11-21,2010-11-21,2010,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"245","1.13.76.508",272,13,"76",231655.975962,8183714.010764,"717-13",1,0,0,1,21,11,2010,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,2010-11-21,2010-11-21,2010,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"246","1.13.76.522",272,13,"76",231685.453454,8183721.94911,"717-13",1,1,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"248","1.13.76.526",272,13,"76",231666.375674,8183707.857584,"717-13",0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,8,2,1,NA,NA,NA,0,FALSE,FALSE,NA,1,NA,"1.13.76",TRUE
"697","1.23.1.28",306,23,"1",218626.300999,8182154.305839,"7-23",2,0,0,1,24,1,2011,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,6,5,1,NA,2011-01-24,2011-01-24,2011,FALSE,FALSE,NA,1,NA,"1.23.1",TRUE
"2490","1.7.7A.61",516,7,"7A",226455.718132,8179611.85787,"72-7",2,1,0,1,14,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-04-14,2012-04-14,2012,FALSE,TRUE,2012-05-29,1,-45,"1.7.7A",TRUE
"2489","1.7.7A.61",474,7,"7A",226455.718132,8179611.85787,"72-7",2,1,0,0,0,0,0,0,1,29,5,2012,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,2012-05-29,NA,2012-05-29,2012,TRUE,TRUE,2012-05-29,0,0,"1.7.7A",TRUE
"2498","1.7.7A.64",459,7,"7A",226429.116007,8179683.644692,"73-7",2,0,0,1,22,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-01-22,2012-01-22,2012,FALSE,TRUE,2012-05-29,1,-128,"1.7.7A",TRUE
"2505","1.7.7A.66",459,7,"7A",226429.76829,8179669.131863,"73-7",1,0,0,1,22,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-01-22,2012-01-22,2012,FALSE,TRUE,2012-05-29,1,-128,"1.7.7A",TRUE
"2513","1.7.7A.67B",459,7,"7A",226422.48965,8179663.901931,"73-7",0,0,0,1,22,1,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-01-22,2012-01-22,2012,FALSE,TRUE,2012-05-29,1,-128,"1.7.7A",TRUE
"2496","1.7.7A.63",516,7,"7A",226436.003849,8179676.456777,"73-7",1,1,0,1,14,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-04-14,2012-04-14,2012,FALSE,TRUE,2012-05-29,1,-45,"1.7.7A",TRUE
"2504","1.7.7A.65",516,7,"7A",226417.7927,8179693.179955,"73-7",2,0,0,1,14,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-04-14,2012-04-14,2012,FALSE,TRUE,2012-05-29,1,-45,"1.7.7A",TRUE
"2497","1.7.7A.63",524,7,"7A",226436.003849,8179676.456777,"73-7",1,1,0,1,24,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-04-24,2012-04-24,2012,FALSE,TRUE,2012-05-29,1,-35,"1.7.7A",TRUE
"2501","1.7.7A.64",524,7,"7A",226429.116007,8179683.644692,"73-7",2,0,0,1,24,4,2012,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,4,8,1,NA,2012-04-24,2012-04-24,2012,FALSE,TRUE,2012-05-29,1,-35,"1.7.7A",TRUE
"2495","1.7.7A.63",474,7,"7A",226436.003849,8179676.456777,"73-7",1,1,0,0,0,0,0,1,1,29,5,2012,TRUE,TRUE,FALSE,FALSE,TRUE,4,8,1,2012-05-29,NA,2012-05-29,2012,TRUE,TRUE,2012-05-29,0,0,"1.7.7A",TRUE
